,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,LOCATION,LAT,LON
1596,200807486,03/18/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1600,8,West LA,832,1,330,BURGLARY FROM VEHICLE,0344 0321 1822,35,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,11700    DARLINGTON                   AV,34.0525,-118.4643
1597,201218920,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1940,12,77th Street,1267,1,210,ROBBERY,0344 0449 0432 1822 1251 1259,14,M,H,210,RESTAURANT/FAST FOOD,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,MANCHESTER                   AV,33.9601,-118.2827
1598,200110327,04-11-2020 00:00,04-09-2020 00:00,1200,1,Central,163,2,946,OTHER MISCELLANEOUS CRIME,1701 0562 0416,85,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946,,,200 W  7TH                          ST,34.0445,-118.2523
1599,200812380,07/27/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1600,8,West LA,829,1,480,BIKE - STOLEN,0344 1822,21,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,10300    SANTA MONICA                 BL,34.0589,-118.4221
1600,200700664,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,945,7,Wilshire,749,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 2004 0329,52,M,A,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,740,998,,1000    CRENSHAW                     BL,34.0585,-118.3262
1601,201204766,01-08-2020 00:00,01-08-2020 00:00,2100,12,77th Street,1267,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1309 2033,34,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,84TH                         ST,33.9633,-118.2783
1602,200113470,06/16/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1400,1,Central,158,1,310,BURGLARY,1609 0344 1822 1402,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,800 E  5TH                          ST,34.0426,-118.2412
1603,200315539,08-10-2020 00:00,08-10-2020 00:00,1130,3,Southwest,397,1,761,BRANDISH WEAPON,1309 0334 0421 0913 0561,43,F,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,IC,Invest Cont,761,930,,4300 S  BUDLONG                      AV,34.0037,-118.2959
1604,200410582,07-07-2020 00:00,07-06-2020 00:00,1625,4,Hollenbeck,478,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,29,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,3400    ATLANTIC                     ST,34.0245,-118.2024
1605,201007415,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1635,10,West Valley,1039,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1822 0302 0371 1805 1816 1270 0906,39,M,H,102,SIDEWALK,101,REVOLVER,AA,Adult Arrest,230,,,6700    WOODLEY                      AV,34.1921,-118.4836
1606,201308956,04-02-2020 00:00,04-01-2020 00:00,1945,13,Newton,1309,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,44,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,DAMON                        ST,34.0287,-118.2322
1607,200709546,05/23/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1700,7,Wilshire,773,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,5300 W  WASHINGTON                   BL,34.0417,-118.3588
1608,201209518,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1500,12,77th Street,1245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,6500 S  NORMANDIE                    AV,33.9806,-118.3003
1609,200807520,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,1140,8,West LA,885,2,624,BATTERY - SIMPLE ASSAULT,1501,54,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,10300    NORTHVALE                    RD,34.0331,-118.411
1610,201116969,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,630,11,Northeast,1158,1,310,BURGLARY,1210 0344 1606,30,F,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,400    COLINA,34.0979,-118.213
1611,200617744,11-08-2020 00:00,11-08-2020 00:00,225,6,Hollywood,663,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822 1501 1300,31,M,H,211,PAWN SHOP,511,VERBAL THREAT,IC,Invest Cont,930,,,6700    SANTA MONICA                 BL,34.0907,-118.3368
1612,200314890,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,110,3,Southwest,319,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0447,28,M,O,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,2500 S  FIGUEROA                     ST,34.0289,-118.2756
1613,200210364,05/19/2020 12:00:00 AM,05/19/2020 12:00:00 AM,30,2,Rampart,261,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329 1300 1202,60,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,800    GRAND VIEW                   ST,34.0559,-118.28
1614,200707049,03-05-2020 00:00,03-05-2020 00:00,1100,7,Wilshire,713,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004,27,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,7800    BEVERLY                      BL,34.0782,-118.3573
1615,200711350,07-06-2020 00:00,07-06-2020 00:00,850,7,Wilshire,783,2,354,THEFT OF IDENTITY,917,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,2300 S  RIDGELEY                     DR,34.0376,-118.3598
1616,200209588,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,35,2,Rampart,245,2,888,TRESPASSING,1822 0313,0,X,X,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,888,,,2200 W  3RD                          ST,34.0633,-118.2738
1617,200708534,04/23/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2000,7,Wilshire,784,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,2300 S  REDONDO                      BL,34.0366,-118.3547
1618,200215659,09/22/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1630,2,Rampart,249,1,210,ROBBERY,1822 0344,48,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,300 S  BEAUDRY                      AV,34.0562,-118.257
1619,201010262,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2200,10,West Valley,1045,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,5600    LINDLEY                      AV,34.1723,-118.5273
1620,200316197,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,2200,3,Southwest,379,2,624,BATTERY - SIMPLE ASSAULT,0416 0305 0319 0446 0361 0913,44,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,1000 W  39TH                         PL,34.0142,-118.2921
1621,200313476,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,346,3,Southwest,328,1,520,VEHICLE - ATTEMPT STOLEN,1309 1218 1822,22,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,520,,,700 W  27TH                         ST,34.0281,-118.2788
1622,201009186,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,445,10,West Valley,1041,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 0321 1420 0209 1300,25,F,B,101,STREET,,,IC,Invest Cont,420,,,6000    MELVIN                       AV,34.1793,-118.56
1623,200808659,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,550,8,West LA,805,1,310,BURGLARY,2004 0381 0358 1607 1822,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,600    ACANTO                       ST,34.076,-118.4679
1624,201111791,07/24/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1700,11,Northeast,1102,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,745,,,4100    CHEVY CHASE                  DR,34.1334,-118.2682
1625,201006111,02/18/2020 12:00:00 AM,02-03-2020 00:00,900,10,West Valley,1097,2,662,"BUNCO, GRAND THEFT",344,67,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,4500    COMBER                       AV,34.1516,-118.5168
1626,200710207,06-09-2020 00:00,06-07-2020 00:00,1930,7,Wilshire,702,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,800 N  OGDEN                        DR,34.0854,-118.3595
1627,201226606,12/17/2020 12:00:00 AM,12-12-2020 00:00,1200,12,77th Street,1253,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,7600 S  HOBART                       BL,33.9691,-118.3079
1628,200206279,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,600,2,Rampart,269,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,19,X,X,101,STREET,,,IC,Invest Cont,330,,,8TH                          ST,34.0506,-118.2699
1629,201115866,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1850,11,Northeast,1159,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,51,M,B,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,4700 N  FIGUEROA                     ST,34.0998,-118.2039
1630,200204310,01-07-2020 00:00,01-03-2020 00:00,1200,2,Rampart,257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,500 S  UNION                        AV,34.0586,-118.2691
1631,200713982,09/18/2020 12:00:00 AM,09/17/2020 12:00:00 AM,250,7,Wilshire,705,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,30,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,740,,,900 N  LA BREA                      AV,34.0846,-118.3464
1632,201007107,03-11-2020 00:00,03-11-2020 00:00,730,10,West Valley,1045,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0329 1813 0913 0400 2000,42,F,O,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,17700    MARTHA                       ST,34.1732,-118.5188
1633,201209656,03/24/2020 12:00:00 AM,03/21/2020 12:00:00 AM,900,12,77th Street,1268,1,510,VEHICLE - STOLEN,1402,0,F,B,101,STREET,,,AO,Adult Other,510,998,,84TH                         PL,33.9624,-118.2783
1634,200606980,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,100,6,Hollywood,636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,40,M,H,710,OTHER PREMISE,,,IC,Invest Cont,440,,,6600    HOLLYWOOD                    BL,34.1034,-118.3325
1635,201206921,02-11-2020 00:00,02-11-2020 00:00,650,12,77th Street,1251,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 2000 0329 1813 0202,44,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,7200    BRYNHURST                    AV,33.9745,-118.3342
1636,200907767,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1300,9,Van Nuys,981,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,AA,Adult Arrest,510,,,15200    DICKENS                      ST,34.1523,-118.4641
1637,200210031,05-10-2020 00:00,05-10-2020 00:00,2245,2,Rampart,211,2,624,BATTERY - SIMPLE ASSAULT,0444 0416 0446 0432 0342 1210 0919 0913 0361,38,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,600 N  NEW HAMPSHIRE                AV,34.0818,-118.2929
1638,200321341,12-06-2020 00:00,12-06-2020 00:00,2305,3,Southwest,361,1,761,BRANDISH WEAPON,0334 0329 0443 0913 1259 1300 1309,12,M,H,103,ALLEY,102,HAND GUN,AA,Adult Arrest,761,,,4000    STEVELY                      AV,34.0131,-118.3536
1639,200214256,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1941,2,Rampart,249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0601 0329 1309,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,600    ST PAUL                      AV,34.0542,-118.2611
1640,201305733,01/31/2020 12:00:00 AM,01/27/2020 12:00:00 AM,900,13,Newton,1324,2,624,BATTERY - SIMPLE ASSAULT,1202 0446,60,M,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,2000 S  CENTRAL                      AV,34.0233,-118.2516
1641,200505266,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,303,5,Harbor,513,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2005 0344 0385 1300,41,F,W,108,PARKING LOT,,,AO,Adult Other,420,,,1200    PACIFIC COAST                HY,33.7899,-118.2975
1642,200518096,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,700,5,Harbor,531,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,25900    BELLE PORTE                  AV,33.7876,-118.3012
1643,200117519,09-06-2020 00:00,09-06-2020 00:00,1015,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0913 1239 0416,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,100 W  5TH                          ST,34.0467,-118.2485
1644,200911873,07-02-2020 00:00,06/29/2020 12:00:00 AM,1700,9,Van Nuys,914,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,23,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,6800    VAN NUYS                     BL,34.1976,-118.4574
1645,200313894,07-09-2020 00:00,07-08-2020 00:00,1115,3,Southwest,398,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,600 W  40TH                         PL,34.0106,-118.2842
1646,200606142,02/13/2020 12:00:00 AM,02-05-2020 00:00,1830,6,Hollywood,639,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,5200    FRANKLIN                     AV,34.1054,-118.3035
1647,200407886,04/16/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1405,4,Hollenbeck,459,2,940,EXTORTION,1915,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,400 N  CONCORD                      ST,34.041,-118.1947
1648,201010115,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1350,10,West Valley,1044,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0444 1822 0334 0387 1414,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,18400    COLLINS                      ST,34.1749,-118.5344
1649,200905398,02-01-2020 00:00,02-01-2020 00:00,1130,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2024,0,X,X,404,DEPARTMENT STORE,,,AO,Adult Other,442,,,5700 N  SEPULVEDA                    BL,34.174,-118.4661
1650,200918839,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,1200,9,Van Nuys,964,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,MAGNOLIA,34.1649,-118.4312
1651,200905698,02-07-2020 00:00,02-07-2020 00:00,1435,9,Van Nuys,976,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1309,51,M,O,108,PARKING LOT,511,VERBAL THREAT,AA,Adult Arrest,930,,,13300    MOORPARK                     ST,34.1504,-118.4225
1652,200716336,11/24/2020 12:00:00 AM,11-05-2020 00:00,1545,7,Wilshire,702,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2031 0416 0449 2000 1814 0913 0446 0445 1506 0334,32,M,B,501,SINGLE FAMILY DWELLING,212,BOTTLE,IC,Invest Cont,230,946,,700 N  MARTEL                       AV,34.0836,-118.3511
1653,200707522,03/16/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2100,7,Wilshire,765,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,48,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,4700    SAN VICENTE                  BL,34.0483,-118.3389
1654,200717491,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2000,7,Wilshire,763,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1822 1300,71,F,B,101,STREET,,,IC,Invest Cont,410,,,5600    SATURN                       ST,34.0485,-118.3609
1655,200812890,08-12-2020 00:00,08-01-2020 00:00,930,8,West LA,885,2,354,THEFT OF IDENTITY,1202 0930 0928 0100,77,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,10600    CUSHDON                      AV,34.0399,-118.4227
1656,200116043,08-08-2020 00:00,08-05-2020 00:00,2100,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,600    ALPINE                       ST,34.0632,-118.2408
1657,200811150,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1,8,West LA,881,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,11700 W  PICO                         BL,34.0341,-118.4525
1658,200913819,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1509,9,Van Nuys,916,1,648,ARSON,1501 1402 1409,51,M,C,501,SINGLE FAMILY DWELLING,506,FIRE,IC,Invest Cont,648,998,,7100    MAMMOTH                      AV,34.1994,-118.4324
1659,200210519,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1300,2,Rampart,269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0444 1813 1300,27,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,1300    JAMES M WOOD                 BL,34.0508,-118.2683
1660,201209372,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,200,12,77th Street,1242,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,28,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,6200 S  VAN NESS                     AV,33.9818,-118.3221
1661,201007282,03/16/2020 12:00:00 AM,03/14/2020 12:00:00 AM,2230,10,West Valley,1011,1,210,ROBBERY,0344 0334 1822 1202,72,M,W,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,TAMPA                        AV,34.2084,-118.5535
1662,201214995,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1822,12,77th Street,1267,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1606 1309,41,M,H,503,HOTEL,,,IC,Invest Cont,331,,,8400 S  FIGUEROA                     ST,33.9623,-118.2827
1663,201305763,02-01-2020 00:00,01/31/2020 12:00:00 AM,2100,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,29TH                         ST,34.0181,-118.2592
1664,200209660,05-01-2020 00:00,04/30/2020 12:00:00 AM,1200,2,Rampart,217,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,1600 W  TEMPLE                       ST,34.0727,-118.2637
1665,200704431,01-09-2020 00:00,01-09-2020 00:00,1155,7,Wilshire,721,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),344,19,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,100 S  ROBERTSON                    BL,34.0753,-118.3837
1666,201110412,06/14/2020 12:00:00 AM,06/13/2020 12:00:00 AM,2200,11,Northeast,1161,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0448 0444 0408 1814,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,1100 N  KENMORE                      AV,34.0909,-118.2974
1667,200904837,01/20/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1600,9,Van Nuys,937,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,13900    BESSEMER                     ST,34.1813,-118.4356
1668,200616578,10-11-2020 00:00,10-11-2020 00:00,2044,6,Hollywood,657,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913 0601 1237,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,5400    BARTON                       AV,34.0876,-118.3108
1669,200110484,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,2300,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,1202 1218 0416 1822,85,F,W,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,600 S  SAN PEDRO                    ST,34.0421,-118.2469
1670,200904754,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1800,9,Van Nuys,923,2,354,THEFT OF IDENTITY,0100 0377 0935 1822,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,14600    HAYNES                       ST,34.1897,-118.4509
1671,200713066,08/23/2020 12:00:00 AM,08-07-2020 00:00,900,7,Wilshire,723,1,310,BURGLARY,1822 0344 1606,71,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,100 N  HAYWORTH                     AV,34.0743,-118.3626
1672,200808865,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1810,8,West LA,855,2,888,TRESPASSING,1300 1402 1501,56,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888,998,,1500    GREENFIELD                   AV,34.052,-118.4441
1673,201204563,01-08-2020 00:00,01-08-2020 00:00,1720,12,77th Street,1233,1,350,"THEFT, PERSON",0344 1822 1313,19,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,59TH                         PL,33.9867,-118.3089
1674,200104800,01-11-2020 00:00,01-11-2020 00:00,215,1,Central,119,1,761,BRANDISH WEAPON,1402 0334 0917 1266 1822 2004 0445,22,M,H,108,PARKING LOT,216,SCISSORS,IC,Invest Cont,761,998,,500    RAMIREZ                      ST,34.0552,-118.2322
1675,200320277,11-12-2020 00:00,11-12-2020 00:00,1330,3,Southwest,338,2,762,LEWD CONDUCT,1822 1309 0528 0529,22,F,W,101,STREET,,,IC,Invest Cont,762,,,2900 S  HOOVER                       ST,34.0268,-118.2896
1676,200613243,07/29/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2100,6,Hollywood,638,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,1700    TAFT                         AV,34.1017,-118.3147
1677,200509841,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1900,5,Harbor,505,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1236,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,745,,,1200 W  190TH                        ST,33.8583,-118.2971
1678,200316986,09-07-2020 00:00,09-07-2020 00:00,1330,3,Southwest,374,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0408 2000 1813 1814 0913,44,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,4000 S  VAN NESS                     AV,34.0148,-118.3222
1679,200607626,03-04-2020 00:00,03-02-2020 00:00,1120,6,Hollywood,615,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,41,M,O,503,HOTEL,,,IC,Invest Cont,341,,,CAHUENGA,34.1122,-118.3352
1680,200308110,03-07-2020 00:00,02/14/2020 12:00:00 AM,2200,3,Southwest,337,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420,,,2900 S  NORMANDIE                    AV,34.0291,-118.3002
1681,200910888,06-11-2020 00:00,06-10-2020 00:00,2030,9,Van Nuys,926,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 2002 0913 1414 1218 0416,0,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,14400    KITTRIDGE                    ST,34.1907,-118.4465
1682,200614351,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1550,6,Hollywood,645,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0325 1822,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,341,,,6800 W  HOLLYWOOD                    BL,34.1016,-118.3391
1683,200618489,11/25/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1330,6,Hollywood,637,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,51,M,A,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,6200    HOLLYWOOD                    BL,34.103,-118.3225
1684,200709215,05/13/2020 12:00:00 AM,05-10-2020 00:00,1000,7,Wilshire,762,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,42,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,745,,,6100    ALCOTT                       ST,34.052,-118.3741
1685,200618418,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1240,6,Hollywood,639,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 1814 0408,37,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,5200    HOLLYWOOD                    BL,34.1036,-118.3049
